Trade Date,Acct No,Stock Code,Country,Buy/Sell,Price,Unit,,
20171215,101013264,VNS VN,VN,1,12200,3000,,
20180103,632407,SILO.ID,ID,1,9225,10000,,
20170321,632407,5707.JP,JP,2,583,5000,,
20140730,20002894001,43 HK,HK,2,0.95,44000,,
2018830,632407,0539.HK,HK,1,0.148,1000000,,
20170712,101013264,PMC VN,VN,1,88000,2500,,
20161104,632407,5707.JP,JP,2,382,2000,,
20140515,20002894001,BRK/B US,US,1,127.2,39,,
20170622,632407,LAC.CA,CA,1,0.91,15000,,
20150721,101013264,TRA VN,VN,2,82000,4100,,
20180411,101013264,HPG VN,VN,2,60700,2520,,
20180829,632407,6728.JP,JP,1,4590,1000,,
20180409,101013264,VND VN,VN,1,33600,20000,,
20180111,632407,7974.JP,JP,1,44000,200,,
20170704,101013264,DXG VN,VN,1,17150,30000,,
20170721,101013264,VKC VN,VN,2,8400,1000,,
20180221,101013264,TVS VN,VN,1,12800,13200,,
20150506,624892,USSE50 SP,SP,2,3.03,1200,,
20170321,632407,5707.JP,JP,2,585,5000,,
20150518,20002894001,7261 JP,JP,2,2560,400,,
20150303,101013264,MWG VN,VN,1,130000,1260,,
20180420,632407,SILO.ID,ID,1,8425,15000,,
20180803,101013264,VSC VN,VN,2,39400,2100,,
20170928,101013264,KDF VN,VN,1,61000,10000,,
20140925,632407,KLH CN,CN,1,1.4,5000,,
20140730,20002894001,AAPL US,US,1,98.39,118,,
20150409,20002894001,1181 HK,HK,1,1.9,12000,,
20180719,632407,LAC.CA,CA,1,6.5,10000,,
20150703,20002894001,1181 HK,HK,1,1.99,46000,,
20180718,632407,SILO.ID,ID,1,3580,10000,,
20180202,632407,WLCON PM,PM,1,9.3698,180000,,
20180418,632407,1321.JP,JP,2,22900,50,,
20150304,20002894001,GAZ GY,GY,1,4.5,5000,,
20180802,101013264,PTB VN,VN,1,62000,7900,,
20180207,632407,SILO.ID,ID,1,8900,22000,,
20160704,101013264,MAS VN,VN,1,148200,2000,,
20171115,632407,LAC.CA,CA,1,10,7400,,
20150302,20002894001,1910 HK,HK,2,0,2400,,
20140528,BR9224,CIMB MK,MK,1,7.34,5300,,
20180809,632407,SILO.ID,ID,1,3080,15000,,
2018830,632407,0539.HK,HK,1,0.148,500000,,
20171219,632407,KAT.CA,CA,1,1.61,10000,,
20160708,101013264,TRA VN,VN,1,120000,1290,,
20140918,20002894001,493 HK,HK,1,1.32,52000,,
20140403,20002894001,1321 JP,JP,2,15600,50,,
20170421,101013264,MAS VN,VN,2,90527.60181,22100,,
20160801,101013264,SVC VN,VN,2,41700,4000,,
20161014,101013264,VNM VN,VN,1,144200,670,,
20180111,632407,BDO PM,PM,1,164.6,2700,,
20160713,632407,1321 JP,JP,2,16750,60,,
20150713,20002894001,SWKS US,US,1,100.3,90,,
20160720,101013264,CDN VN,VN,1,24800,1200,,
20180820,632407,SILO.ID,ID,1,2790,10000,,
20161226,632407,VED.UK,UK,1,8.987767,2960,,
20160909,632407,TV.CA,CA,1,0.9,500000,,
20171031,632407,ETP,TP,1,17.4,200,,
20140430,20002894001,992 HK,HK,2,8.96,7000,,
20150702,20002894001,573 HK,HK,1,3.38,14000,,
20180207,632407,BTG.SG,SG,1,1.68,10000,,
20171220,632407,SILO.ID,ID,1,10150,3600,,
20150922,20002894001,573 HK,HK,1,2.67,15000,,
20161213,101013264,ACV VN,VN,1,41300,5000,,
20140903,20002894001,493 HK,HK,2,1.39,30000,,
20150114,101013264,CLC VN,VN,1,0,5300,,
20180803,632407,VED.UK,UK,2,8.275,10000,,
20141107,20002894001,AXP US,US,2,92.3,70,,
20160727,101013264,WCS VN,VN,1,160000,800,,
20170727,101013264,SBV VN,VN,1,42000,5000,,
20150828,20002894001,1181 HK,HK,1,1.67,16000,,
20150319,20002894001,DAI GY,GY,2,0,120,,
20171206,632407,VED.UK,UK,2,6.45,5000,,
20171215,632407,SILO.ID,ID,1,10500,10000,,
20161102,632407,5707.JP,JP,2,378,49000,,
20140710,20002894001,1910 HK,HK,2,26,1800,,
20150611,20002894001,573 HK,HK,1,3.44,12000,,
20170220,101013264,SJD VN,VN,1,25800,6900,,
20180807,632407,SILO.ID,ID,1,3070,20000,,
20180402,632407,BTG.SG,SG,1,1.9,8600,,
20150924,20002894001,1321 JP,JP,1,18050,45,,
20160708,101013264,MAS VN,VN,1,152500,2000,,
20180709,632407,SILO.ID,ID,1,4400,10000,,
20150113,20002894001,1321 JP,JP,1,17290,36,,
20170519,632407,LAC.CA,CA,1,0.96,30000,,
20180228,632407,SILO.ID,ID,1,8550,10000,,
20180125,632407,SILO.ID,ID,1,9000,11000,,
20170110,101013264,ACV VN,VN,1,48500,5000,,
20180105,101013264,DNP VN,VN,2,20000,25000,,
20170627,101013264,ACV VN,VN,1,52000,4600,,
20170425,632407,LAC.CA,CA,1,0.92,6500,,
20150520,20002894001,5108 JP,JP,2,4835,100,,
20150226,624892,SH8 SP,SP,1,10.42,230,,
20140702,20002894001,RMP AU,AU,2,0.165,74917,,
20180207,632407,SILO.ID,ID,1,8900,20000,,
20160930,101013264,VKC VN,VN,1,19300,8500,,
20170724,101013264,VKC VN,VN,2,7800,15000,,
20160329,101013264,SVC VN,VN,1,30000,6000,,
20170801,101013264,TV2 VN,VN,1,160000,700,,
20171218,632407,AC PM,PM,1,1007,460,,
20141105,20002894001,8306 JP,JP,2,631,1200,,
20140822,20002894001,MCD US,US,1,94.5,160,,
20160815,624892,BTG.SG,SG,1,1.0625,38000,,
20140606,20002894001,AAPL US,US,1,647,20,,
20180104,632407,SILO.ID,ID,1,9125,10000,,
20180322,632407,SILO.ID,ID,1,8250,8000,,
20180702,101013264,WCS VN,VN,2,127000,600,,
20171213,632407,MUA.AU,AU,2,0.55,2222,,
20150227,101013264,MWG VN,VN,1,140000,2000,,
20170117,101013264,ACV VN,VN,1,48600,5000,,
20150828,20002894001,357 HK,HK,1,7.97,4000,,
20170613,101013264,AAA VN,VN,1,31100,2100,,
20180810,632407,SILO.ID,ID,1,3050,30000,,
20150416,20002894001,8316 JP,JP,2,4850,100,,
20180626,101013264,SAB VN,VN,1,0,2300,,
20180604,632407,POE.CA,CA,1,1.1496,9900,,
20160622,101013264,MAS VN,VN,1,141500,1200,,
20180119,632407,KEPDC.SG,SG,2,1.48,5200,,
20150828,20002894001,357 HK,HK,1,7.97,6000,,
20170111,632407,1321.JP,JP,2,19860,110,,
20170614,101013264,GIL VN,VN,2,48400,1300,,
20170918,101013264,ACV VN,VN,1,58700,1800,,
20160224,101013264,CLC VN,VN,1,46000,7000,,
20180612,632407,9984.JP,JP,1,8185,400,,
20180807,632407,SILO.ID,ID,1,3070,20000,,
20170921,632407,LAC.CA,CA,1,1.65,20700,,
20140918,20002894001,KWEB US,US,1,37.1,77,,
20171115,632407,LAC.CA,CA,1,10.5,10000,,
20180829,632407,BSL.AU,AU,1,18,2000,,
20160329,101013264,SVC VN,VN,1,30000,10000,,
20140905,20002894001,1929 HK,HK,2,11.68,10000,,
20171024,101013264,KSB VN,VN,2,45400,5000,,
20180709,632407,SILO.ID,ID,1,4390,10000,,
20171124,101013264,VRE VN,VN,1,51500,6500,,
20171024,632407,BTL.CA,CA,1,4.94,4000,,
20140818,20002894001,1910 HK,HK,1,24,2400,,
20180209,101013264,VSC VN,VN,1,37200,10000,,
20180808,632407,SILO.ID,ID,1,3020,15000,,
20150319,20002894001,8316 JP,JP,1,4800,100,,
20140227,20002894001,3382 JP,JP,1,3903,200,,
20180110,632407,VED.UK,UK,2,8.77,769,,
20150408,20002894001,1181 HK,HK,1,1.88,102000,,
20170622,632407,CSH.UK,UK,1,1.0925,6480,,
20170322,632407,AIRM,RM,2,43,235,,
20180313,632407,TBV.SG,SG,1,0.81,51800,,
20170321,632407,5707.JP,JP,2,582,3000,,
20180820,632407,SILO.ID,ID,1,2900,10000,,
20140530,20002894001,1910 HK,HK,1,24.3,2100,,
20180601,632407,IREIT.SG,SG,2,0.76,16000,,
20180723,632407,SILO.ID,ID,1,3520,10000,,
20170802,101013264,MAS VN,VN,1,88900,400,,
20170424,101013264,MAS VN,VN,2,90500,1000,,
20180828,101013264,HDB VN,VN,1,36000,19700,,
20140423,20002894001,SCTY US,US,1,60.91,40,,
20171019,101013264,TNA VN,VN,1,39000,1400,,
20151016,624892,SH8 SP,SP,2,9.21,230,,
20171106,101013264,APC VN,VN,1,0,3000,,
20161003,101013264,TNA VN,VN,1,76757.56345,19700,,
20170310,632407,HYB.MY,MY,2,1.13,24500,,
20170721,101013264,HAX VN,VN,1,36800,5000,,
20171025,101013264,PTB VN,VN,2,0,1500,,
20170210,624892,BTG.SG,SG,1,1,16800,,
20180502,632407,BTG.SG,SG,1,1.92,4300,,
20150319,20002894001,1181 HK,HK,1,1.68,200000,,
20170427,101013264,VCS VN,VN,1,150000,500,,
20160624,632407,7203 JP,JP,1,5200,100,,
20180516,632407,LAC.CA,CA,2,8.3,25000,,
20151008,20002894001,3839 HK,HK,2,3.1,1000,,
20170829,632407,5707.JP,JP,1,499,2000,,
20180807,632407,SILO.ID,ID,1,3070,20000,,
20170324,101013264,APC VN,VN,1,24800,5000,,
20140801,20002894001,2828 HK,HK,2,112.6,1000,,
20140912,20002894001,2318 HK,HK,1,63.85,1000,,
20171030,632407,LAC.CA,CA,1,2.1,15600,,
20180814,632407,TBV.SG,SG,1,0.7,6000,,
20140523,20002894001,1910 HK,HK,2,24.9,1800,,
20180807,632407,SILO.ID,ID,1,3070,30000,,
20161104,632407,5707.JP,JP,2,383,2000,,
20180410,632407,SILO.ID,ID,1,8350,20000,,
20180524,632407,POE.CA,CA,1,1.1166,53200,,
20160616,101013264,HTL VN,VN,2,84000,2000,,
20150515,20002894001,5108 JP,JP,1,4635,100,,
20180814,632407,SILO.ID,ID,1,2800,20000,,
20150512,20002894001,2010 HK,HK,1,2.71,100000,,
20140423,20002894001,358 HK,HK,1,13.3,2000,,
20160609,632407,8699 JP,JP,2,1040,10200,,
20180718,632407,SILO.ID,ID,1,3540,20000,,
20170801,101013264,BMP VN,VN,1,79000,1050,,
20140731,20002894001,NUS US,US,2,60.56,150,,
20170309,101013264,DNP VN,VN,1,24500,10000,,
20140428,20002894001,KO US,US,1,41.01,145,,
20171019,101013264,WCS VN,VN,1,166000,300,,
20171227,632407,SILO.ID,ID,1,9825,10000,,
20141119,20002894001,2823 HK,HK,1,0,6000,,
20170221,101013264,SVC VN,VN,2,46300,2000,,
20180322,632407,SILO.ID,ID,1,8225,15000,,
20160809,101013264,HAX VN,VN,1,28500,4000,,
20150430,20002894001,573 HK,HK,1,3.7,10000,,
20180306,101013264,CTD VN,VN,1,180000,1000,,
20160204,20002894001,1910 HK,HK,1,21.35,11700,,
20180426,101013264,TTD VN,VN,1,58900,1500,,
20160802,101013264,SVC VN,VN,2,39000,3000,,
20170707,101013264,HAX VN,VN,1,47200,5000,,
20140605,20002894001,1910 HK,HK,1,23.95,1800,,
20180703,101013264,CDN VN,VN,2,14000,2500,,
20170203,624892,BTG.SG,SG,1,1,18200,,
20160224,101013264,CLC VN,VN,1,46700,6000,,
20160530,101013264,KHA VN,VN,1,33000,2350,,
20180426,101013264,TTD VN,VN,1,59000,1000,,
20171201,101013264,CSV VN,VN,1,33950,2000,,
20160215,101013264,PTB VN,VN,1,79500,3000,,
20170508,101013264,HAX VN,VN,1,55300,860,,
20170421,101013264,ACV VN,VN,1,45000,5000,,
20140814,20002894001,2914 JP,JP,1,3530,100,,
20150616,20002894001,7261 JP,JP,1,2540,400,,
20180525,632407,POE.CA,CA,1,1.1082,4400,,
20150203,20002894001,BABA US,US,1,89,95,,
20171024,101013264,KSB VN,VN,2,45400,5000,,
20160809,101013264,HAX VN,VN,1,27700,5000,,
20170207,624892,DTH.SG,SG,2,0.505,13500,,
20170908,632407,VED.UK,UK,2,8.73,10000,,
20171120,632407,5707.JP,JP,2,6080,2000,,
20150410,20002894001,573 HK,HK,1,3.7,34000,,
20180530,101013264,VJC VN,VN,1,147500,1500,,
20150204,624892,BTG SP,SP,1,1.535,11700,,
20170224,632407,POE.CA,CA,1,1.43,6400,,
20140715,20002894001,KOG US,US,2,14.91,1000,,
20170208,101013264,HPG VN,VN,1,44700,10000,,
20180524,632407,3473.JP,JP,2,91700,12,,
20150409,20002894001,1181 HK,HK,1,1.9,40000,,
20180809,632407,SILO.ID,ID,1,3090,20000,,
20170628,632407,PACI.SG,SG,2,0.105,8000,,
20140926,20002894001,EUN2 GY,GY,1,32.5,85,,
20180129,101013264,ACV VN,VN,2,103300,5000,,
20160419,101013264,HTL VN,VN,1,80500,1900,,
20170602,101013264,DHT VN,VN,1,73400,2100,,
20180110,632407,VED.UK,UK,2,8.83,10000,,
20150713,20002894001,2211 HK,HK,1,3.62,20000,,
20180723,632407,SILO.ID,ID,1,3530,10000,,
20170203,624892,BTG.SG,SG,1,1,7500,,
20180809,632407,SILO.ID,ID,1,3090,20000,,
20180209,101013264,FUESSV50 VN,VN,1,13640,31000,,
20171215,101013264,VNS VN,VN,1,12200,2000,,
20170322,632407,5707.JP,JP,1,559,10000,,
20170518,101013264,CTG VN,VN,1,17800,19360,,
20140910,20002894001,1910 HK,HK,2,26.3,2100,,
20140102,20002894000,DAI GY,GY,1,63.5,70,,
20180223,632407,SILO.ID,ID,1,8550,20000,,
20160329,101013264,SVC VN,VN,1,30000,10000,,
20170803,101013264,GIL VN,VN,2,38000,2000,,
20150302,20002894001,1181 HK,HK,1,1.7,78000,,
20150320,20002894001,573 HK,HK,1,3.6,50000,,
20171229,632407,TSG.SG,SG,1,0.74,6800,,
20171121,101013264,VGC VN,VN,1,0,3300,,
20150612,20002894001,7261 JP,JP,1,2550,400,,
20170321,632407,5707.JP,JP,2,582,10000,,
20141219,101013264,DVP VN,VN,1,0,6600,,
20180206,632407,SILO.ID,ID,1,8850,8700,,
20180409,632407,SILO.ID,ID,1,8200,60000,,
20170922,101013264,MAS VN,VN,2,84000,1500,,
20170411,101013264,ACV VN,VN,1,50300,5000,,
20150409,20002894001,1181 HK,HK,1,1.9,20000,,
20170919,101013264,ACV VN,VN,1,57700,2000,,
20151027,20002894001,2502 JP,JP,1,3775,300,,
20180821,101013264,VJC VN,VN,1,151800,1000,,
20160908,632407,5707.JP,JP,1,331,16000,,
20180410,632407,SILO.ID,ID,1,8375,15000,,
20160817,101013264,CVT VN,VN,1,37400,700,,
20160519,101013264,NCS VN,VN,1,75000,900,,
20170322,101013264,RAL VN,VN,2,102000,2000,,
20171101,101013264,APC VN,VN,2,69000,2500,,
20170403,101013264,NT2 VN,VN,1,31650,4500,,
20171102,632407,BTL.CA,CA,1,5,2000,,
20171107,632407,WLCON PM,PM,1,8.1767,549700,,
20170809,632407,LAC.CA,CA,2,1.11,32000,,
20161104,632407,5707.JP,JP,2,389,1000,,
20170220,101013264,HAX VN,VN,2,43500,5000,,
20170721,101013264,VKC VN,VN,2,8400,12900,,
20141029,20002894001,493 HK,HK,1,1.22,100000,,
20160725,101013264,VNR VN,VN,2,19100,3400,,
20171213,632407,SILO.ID,ID,1,10625,8000,,
20180327,632407,SILO.ID,ID,1,8200,15000,,
20170417,101013264,MAS VN,VN,2,90000,2100,,
20141224,20002894001,9984 JP,JP,1,7500,100,,
20170425,101013264,MAS VN,VN,2,90500,2000,,
20140806,20002894001,AAPL US,US,2,94.5,299,,
20150409,20002894001,1181 HK,HK,1,1.92,14000,,
20180308,632407,BTG.SG,SG,1,1.79,9100,,
20140410,20002894001,27 HK,HK,2,72.9,2000,,
20141103,624892,SPLK US,US,1,65.25,40,,
20161107,101013264,MAS VN,VN,1,153000,500,,
20150331,20002894001,CMCSA US,US,1,56.71,180,,
20180829,632407,6728.JP,JP,1,4560,2000,,
20170721,101013264,VKC VN,VN,2,8200,10000,,
20180809,632407,SILO.ID,ID,1,3090,10000,,
20170724,101013264,VKC VN,VN,2,7500,10700,,
20130715,BR9224,BORN.MK,MK,1,1.29,12800,,
20170321,632407,5707.JP,JP,2,585,5000,,
20150914,20002894001,573 HK,HK,1,2.8,1000,,
20180809,632407,SILO.ID,ID,1,3090,10000,,
20170421,101013264,FCN VN,VN,1,18700,8700,,
20170208,101013264,WCS VN,VN,1,186000,1400,,
20171116,632407,5707.JP,JP,2,6190,2000,,
20150825,20002894001,7936 JP,JP,1,3300,300,,
20140813,20002894000,NKE US,US,1,77.06,35,,
20180105,101013264,DNP VN,VN,2,20000,3500,,
20180322,632407,BTG.SG,SG,1,1.92,17000,,
20160913,632407,TV.CA,CA,1,0.88,160000,,
20180207,632407,6723.JP,JP,1,1219,6200,,
20170316,624892,JAPFA.SG,SG,1,0.81,7000,,
20140828,20002894001,1913 HK,HK,2,54.15,2000,,
20150227,101013264,MWG VN,VN,1,138000,2000,,
20140815,20002894001,DAI GY,GY,1,61,120,,
20140626,20002894001,1910 HK,HK,1,25.3,1800,,
20180821,101013264,VJC VN,VN,1,151800,1500,,
20180809,632407,SILO.ID,ID,1,3080,10000,,
20180814,632407,SILO.ID,ID,1,2840,10100,,
20150311,20002894001,CMCSA US,US,2,58,300,,
20140613,20002894001,RMP AU,AU,2,0.165,74917,,
20171011,101013264,KDF VN,VN,1,59400,5000,,
20160923,624892,BTG.SG,SG,1,1.01,13600,,
20150224,101013264,MWG VN,VN,1,135000,39970,,
20171019,101013264,GDT VN,VN,1,58900,900,,
20160708,101013264,MAS VN,VN,1,152000,2500,,
20180821,101013264,DXG VN,VN,2,28100,20000,,
20170807,101013264,GIL VN,VN,2,36400,5000,,
20141222,20002894001,2318 HK,HK,2,77,1000,,
20161104,632407,5707.JP,JP,2,382,3000,,
20180620,632407,BRTSS.SG,SG,1,1.03,15700,,
20160822,624892,BTG.SG,SG,1,1.055,17300,,
20140515,20002894001,SBUX US,US,1,70.5,140,,
20171110,101013264,PTB VN,VN,1,127000,1100,,
20170217,632407,OXLC,LC,1,11.55,200,,
20170724,101013264,HAX VN,VN,1,35300,3000,,
20140709,20002894001,1321 JP,JP,1,15460,59,,
20170725,101013264,MAS VN,VN,1,95000,2000,,
20180409,632407,SILO.ID,ID,1,8225,25000,,
20180206,101013264,VNM VN,VN,2,0,880,,
20180810,632407,2317 TW,TW,1,85.4,1000,,
20180703,101013264,KHA VN,VN,2,40000,4500,,
20160704,101013264,MAS VN,VN,1,149900,2000,,
20140815,20002894001,1169 HK,HK,2,23.05,1000,,
20140519,BR9224,IHH.MK,MK,2,4.15,4600,,
20180807,632407,SILO.ID,ID,1,3070,15000,,
20160708,101013264,MAS VN,VN,1,152000,1500,,
20160817,101013264,CVT VN,VN,1,36500,6000,,
20140613,20002894001,RRS AU,AU,1,0.027,116047,,
20180829,632407,BSL.AU,AU,1,17.9,2000,,
20170321,632407,5707.JP,JP,2,582,20000,,
20180723,632407,SILO.ID,ID,1,3540,10000,,
20170511,101013264,VNM VN,VN,1,144000,450,,
20150625,20002894001,357 HK,HK,1,9.51,5000,,
20180820,632407,SILO.ID,ID,1,2800,10000,,
20140903,20002894001,2318 HK,HK,2,65,1000,,
20140530,20002894001,AAPL US,US,1,630,20,,
20180709,632407,SILO.ID,ID,1,4400,7000,,
20160708,101013264,MAS VN,VN,1,152800,2000,,
20180710,101013264,PAN VN,VN,1,55900,1540,,
20160329,101013264,SVC VN,VN,1,30000,10000,,
20170807,101013264,GIL VN,VN,2,36400,5000,,
20171019,101013264,MAS VN,VN,1,92500,1000,,
20180807,632407,VED.UK,UK,2,8.276,5000,,
2018830,632407,BSL.AU,AU,1,17.7,3000,,
20171120,632407,5707.JP,JP,2,6080,1000,,
20160725,101013264,DXG VN,VN,2,15400,2000,,
20170317,101013264,MAS VN,VN,2,104500,900,,
20170907,632407,5707.JP,JP,2,520,40000,,
20180710,101013264,FRT VN,VN,1,71000,720,,
20140626,20002894001,1045 HK,HK,1,11.56,4000,,
20150506,20002894001,CBK GY,GY,1,0,400,,
20180104,632407,SILO.ID,ID,1,9075,10000,,
20151124,20002894001,8306 JP,JP,2,0,600,,
20180104,632407,SILO.ID,ID,1,9050,10000,,
20180322,632407,SILO.ID,ID,1,8225,15000,,
20180410,632407,SILO.ID,ID,1,8300,10000,,
20141105,BR9224,MAY MK,MK,1,9.66,2900,,
20180109,101013264,WCS VN,VN,2,161000,1000,,
20170328,101013264,ACV VN,VN,1,50800,5000,,
20171124,101013264,PTB VN,VN,2,130500,1420,,
20180809,632407,SILO.ID,ID,1,3030,5000,,
20141114,20002894001,WEN US,US,2,8.5,390,,
20170403,101013264,NT2 VN,VN,1,31500,5000,,
20170412,101013264,MAS VN,VN,2,96000,1000,,
20171227,632407,SILO.ID,ID,1,9775,10000,,
20170308,632407,LAC.CA,CA,1,0.96,39500,,
20180110,101013264,JVC VN,VN,1,6099.165386,397070,,
20180809,632407,N.CA,CA,2,1.3898,2860,,
20180104,632407,SILO.ID,ID,1,9075,10000,,
20151203,20002894001,3382 JP,JP,1,5600,300,,
20150310,101013264,MWG VN,VN,1,121000,1500,,
20170718,632407,LAC.CA,CA,1,0.91,11300,,
20140717,20002894001,DAI GY,GY,1,67.2,80,,
20170215,101013264,WCS VN,VN,1,196000,900,,
20150325,101013264,PNJ VN,VN,1,45000,140000,,
20161207,101013264,HTI VN,VN,1,17500,9000,,
20170904,632407,GNTX,TX,2,18.47,840,,
20131224,20002894000,2914 JP,JP,2,3280,200,,
20141112,20002894001,SWKS US,US,2,60,95,,
20170503,101013264,QHD VN,VN,2,25800,300,,
20170721,101013264,HAX VN,VN,1,36700,4090,,
20140801,20002894001,2828 HK,HK,2,112.8,400,,
20150225,20002894001,5108 JP,JP,1,4580,400,,
20180718,101013264,BMI VN,VN,1,19500,5000,,
20170721,101013264,VKC VN,VN,2,8200,25000,,
20170724,101013264,VKC VN,VN,2,7700,10000,,
20180808,632407,SILO.ID,ID,1,3050,10000,,
20170321,632407,5707.JP,JP,2,582,5000,,
20160802,101013264,SVC VN,VN,2,38700,3000,,
20150702,20002894001,357 HK,HK,1,8.63,8000,,
20160212,20002894001,7169 JP,JP,2,1100,500,,
20150319,20002894001,1181 HK,HK,1,1.68,112000,,
20150226,101013264,MWG VN,VN,1,142000,51310,,
20160914,632407,5707.JP,JP,1,322,50000,,
20180517,101013264,BID VN,VN,2,32800,700,,
20170426,101013264,MAS VN,VN,2,90000,2000,,
20180829,632407,BSL.AU,AU,1,18,2000,,
20170302,101013264,HAX VN,VN,1,42350,3000,,
20180810,632407,SILO.ID,ID,1,3070,10000,,
20150211,20002894001,JNJ US,US,1,100.5,140,,
20140403,20002894001,27 HK,HK,2,72.95,1000,,
20151110,20002894001,1321 JP,JP,1,19980,70,,
20160105,101013264,KBC VN,VN,1,12600,30000,,
2018830,632407,BSL.AU,AU,1,17.8,2400,,
20150205,20002894001,1186 HK,HK,2,0,6000,,
20180820,632407,SILO.ID,ID,1,2900,10000,,
20131125,632407,GORO US,US,1,5.02,2085,,
20140619,632407,005930 KS,KS,1,1330000,2,,
20180420,632407,SILO.ID,ID,1,8450,50000,,
20180817,101013264,TTB VN,VN,2,22200,5000,,
20130625,BR9224,BORN.MK,MK,1,1.34,20000,,
20170619,101013264,AAA VN,VN,2,32800,2700,,
20160817,101013264,NNC VN,VN,1,81500,3000,,
20160620,101013264,CVT VN,VN,1,30000,20000,,
20170317,101013264,MAS VN,VN,2,104700,1000,,
20161104,632407,5707.JP,JP,2,382,12000,,
20140321,20002894001,DIS US,US,1,80.5,150,,
20150827,20002894001,2318 HK,HK,1,37,15000,,
20180209,101013264,HTI VN,VN,1,16000,2990,,
20150409,20002894001,1181 HK,HK,1,1.91,50000,,
20170208,101013264,CTD VN,VN,1,190300,600,,
20150624,632407,763 HK,HK,1,21.5,2800,,
20160912,632407,5707.JP,JP,1,329,30000,,
20180206,101013264,VRE VN,VN,2,47750,1520,,
20180509,632407,BTG.SG,SG,1,1.78,23000,,
20140403,20002894001,1321 JP,JP,2,15600,50,,
20150713,20002894001,2211 HK,HK,1,3.62,37000,,
20160705,101013264,MAS VN,VN,1,150000,2000,,
20180410,101013264,HDB VN,VN,1,49650,15800,,
2018830,632407,BSL.AU,AU,1,17.63,3000,,
20161128,101013264,LHC VN,VN,1,68500,400,,
20180206,632407,BTG.SG,SG,1,1.68,15000,,
20161012,632407,CERS,RS,2,5.71,1000,,
20151204,20002894001,3382 JP,JP,1,5500,200,,
20180809,632407,SILO.ID,ID,1,3090,10000,,
20171215,632407,SILO.ID,ID,1,10525,10000,,
20170718,101013264,TNA VN,VN,2,45600,5000,,
20150820,20002894001,1800 HK,HK,2,10.02,60000,,
20150326,101013264,CMS VN,VN,1,13700,8700,,
20180709,632407,SILO.ID,ID,1,4410,10000,,
20161216,101013264,ACV VN,VN,1,52517.11864,59000,,
20160708,101013264,MAS VN,VN,1,152000,2000,,
20160628,101013264,MAS VN,VN,1,142000,3000,,
20160202,20002894001,1181 HK,HK,1,1.43,52000,,
20180125,101013264,E1VFVN30 VN,VN,1,18000,19600,,
20170628,101013264,CTG VN,VN,1,20100,30900,,
20171215,101013264,VNS VN,VN,1,12200,2000,,
20160620,101013264,CVT VN,VN,1,29900,10000,,
20140825,20002894001,493 HK,HK,2,1.34,30000,,
20150824,20002894001,AAPL US,US,2,105,200,,
20180409,632407,SILO.ID,ID,1,8275,10000,,
20180703,101013264,HTL VN,VN,2,19050,700,,
20170329,101013264,ACV VN,VN,1,50800,5000,,
20180320,632407,SEVN PM,PM,1,114.9721,4000,,
20180206,101013264,CVT VN,VN,2,40250,1500,,
20180723,632407,SILO.ID,ID,1,3530,1000,,
20180307,632407,000651.CN,CN,1,51.95,400,,
20161104,632407,5707.JP,JP,2,383,1000,,
20170124,101013264,TV2 VN,VN,1,213000,300,,
20180710,101013264,KDF VN,VN,2,36000,1200,,
20180709,632407,SILO.ID,ID,1,4400,10000,,
20160623,101013264,KBC VN,VN,2,14900,50000,,
20161104,632407,5707.JP,JP,2,389,14000,,
20180817,101013264,TTB VN,VN,2,22200,7500,,
20141201,20002894001,3382 JP,JP,2,4470,200,,
20160311,20002894001,6954 JP,JP,1,0,100,,
20170424,632407,LAC.CA,CA,1,0.92,30500,,
20180219,632407,VED.UK,UK,1,7.55,5000,,
20160929,101013264,GIL VN,VN,1,68000,2000,,
20150508,20002894001,8306 JP,JP,2,0,1500,,
20180409,632407,SILO.ID,ID,1,8300,15000,,
20141028,20002894001,SPY US,US,2,197.1,30,,
20140102,20002894001,NUS US,US,1,138.22,106,,
20170721,101013264,VKC VN,VN,2,0,9000,,
20171206,632407,VED.UK,UK,2,6.4,5000,,
20180619,632407,BRTSS.SG,SG,1,1.02,127000,,
20160623,101013264,KBC VN,VN,2,14900,50000,,
20151204,20002894001,3382 JP,JP,1,5470,200,,
20170614,101013264,DHG VN,VN,1,126500,1450,,
20141216,20002894001,IXJ US,US,1,100,100,,
20170609,101013264,CHP VN,VN,1,24650,2600,,
20160914,101013264,MAS VN,VN,1,161000,200,,
20140901,20002894001,2318 HK,HK,1,62.5,1000,,
20180820,632407,SILO.ID,ID,1,2880,10000,,
20170908,101013264,ACV VN,VN,1,58000,1500,,
20160309,632407,600519 CH,CH,2,230.16,900,,
20160726,101013264,MAS VN,VN,1,148000,2000,,
20180502,632407,SILO.ID,ID,1,6725,20000,,
20180110,101013264,KDF VN,VN,1,57000,1200,,
20170216,101013264,HAT VN,VN,1,44951.1111,4500,,
20161104,632407,5707.JP,JP,2,389,26000,,
20171010,101013264,HTI VN,VN,1,17250,8200,,
20140826,20002894001,AXP US,US,1,89.59,70,,
20150925,20002894001,DAI GY,GY,1,0,100,,
20141124,20002894001,2823 HK,HK,2,9.62,5000,,
20180410,101013264,PTI VN,VN,1,22500,8000,,
20170109,101013264,VKC VN,VN,1,16400,10000,,
20161114,632407,VED.UK,UK,1,8.61,284,,
